,ssThresh,cWnd,segmentsAcked,segmentSize,bytesInFlight,caState,caEvent,loss
379,18088,21148,2,340,89760,0,2,0
380,18088,21148,2,340,89760,0,2,0
381,18088,21148,2,340,89760,0,2,0
382,18088,21148,2,340,89760,0,2,0
383,18088,21148,2,340,89760,0,2,0
384,18088,21148,2,340,89760,0,2,0
385,18088,21148,2,340,89760,0,2,0
386,18088,21148,2,340,89760,0,2,0
387,18088,21148,2,340,89760,0,2,0
388,18088,21148,2,340,89760,0,2,0
389,18088,21148,2,340,89760,0,2,0
390,18088,21148,2,340,89760,0,2,0
391,18088,21148,2,340,89760,0,2,0
392,18088,21148,2,340,89760,0,2,0
393,18088,21148,2,340,89760,0,2,0
394,18088,21148,2,340,89760,0,2,0
395,18088,21148,2,340,89760,0,2,0
396,18088,21148,2,340,89760,0,2,0
397,18088,21148,2,340,89760,0,2,0
398,18088,21148,2,340,89760,0,2,0
399,18088,21148,2,340,89760,0,2,0
400,18088,21148,2,340,89760,0,2,0
401,18088,21148,2,340,89760,0,2,0
402,18088,21148,2,340,89760,0,2,0
403,18088,21488,2,340,89760,0,2,0
404,18088,21488,2,340,89760,0,2,0
405,18088,21488,2,340,89760,0,2,0
406,18088,21488,2,340,89760,0,2,0
407,18088,21488,2,340,89760,0,2,0
408,18088,21488,2,340,89760,0,2,0
409,18088,21488,2,340,89760,0,2,0
410,18088,21488,2,340,89760,0,2,0
411,18088,21488,2,340,89760,0,2,0
412,18088,21488,2,340,89760,0,2,0
413,18088,21488,2,340,89760,0,2,0
414,18088,21488,2,340,89760,0,2,0
415,18088,21488,2,340,89760,0,2,0
416,18088,21488,2,340,89760,0,2,0
417,18088,21488,2,340,89760,0,2,0
418,18088,21488,2,340,89760,0,2,0
419,18088,21488,2,340,89760,0,2,0
420,18088,21488,2,340,89760,0,2,0
421,18088,21488,2,340,89760,0,2,0
422,18088,21488,2,340,89760,0,2,0
423,18088,21488,2,340,89760,0,2,0
424,18088,21488,2,340,89760,0,2,0
425,18088,21488,2,340,89760,0,2,0
426,18088,21488,2,340,89760,0,2,0
427,18088,21488,2,340,89760,0,2,0
428,18088,21488,2,340,89760,0,2,0
429,18088,21488,2,340,89760,0,2,0
430,18088,21488,2,340,89760,0,2,0
431,18088,21828,2,340,89760,0,2,0
432,18088,21828,2,340,89760,0,2,0
433,18088,21828,2,340,89760,0,2,0
434,18088,21828,2,340,89760,0,2,0
435,18088,21828,2,340,89760,0,2,0
436,18088,21828,2,340,89760,0,2,0
437,18088,21828,2,340,89760,0,2,0
438,18088,21828,2,340,89760,0,2,0
439,18088,21828,2,340,89760,0,2,0
440,18088,21828,2,340,89760,0,2,0
441,18088,21828,2,340,89760,0,2,0
442,18088,21828,2,340,89760,0,2,0
443,18088,21828,2,340,89760,0,2,0
444,18088,21828,2,340,89760,0,2,0
445,18088,21828,2,340,89760,0,2,0
446,18088,21828,2,340,89760,0,2,0
447,18088,21828,2,340,89760,0,2,0
448,18088,21828,2,340,89760,0,2,0
449,18088,21828,2,340,89760,0,2,0
450,18088,21828,2,340,89760,0,2,0
451,18088,21828,2,340,89760,0,2,0
452,18088,21828,2,340,89760,0,2,0
453,18088,21828,2,340,89760,0,2,0
454,18088,21828,2,340,89760,0,2,0
455,18088,21828,2,340,89760,0,2,0
456,18088,21828,2,340,89760,0,2,0
457,18088,21828,2,340,89760,0,2,0
458,18088,21828,2,340,89760,0,2,0
459,18088,21828,2,340,89760,0,2,0
460,18088,22168,2,340,89760,0,2,0
461,18088,22168,2,340,89760,0,2,0
462,18088,22168,2,340,89760,0,2,0
463,18088,22168,2,340,89760,0,2,0
464,18088,22168,2,340,89760,0,2,0
465,18088,22168,2,340,89760,0,2,0
466,18088,22168,2,340,89760,0,2,0
467,18088,22168,2,340,89760,0,2,0
468,18088,22168,2,340,89760,0,2,0
469,18088,22168,2,340,89760,0,2,0
470,18088,22168,2,340,89760,0,2,0
471,18088,22168,2,340,89760,0,2,0
472,18088,22168,2,340,89760,0,2,0
473,18088,22168,2,340,89760,0,2,0
474,18088,22168,2,340,89760,0,2,0
475,18088,22168,2,340,89760,0,2,0
476,18088,22168,2,340,89760,0,2,0
477,18088,22168,2,340,89760,0,2,0
478,18088,22168,2,340,89760,0,2,0
479,18088,22168,2,340,89760,0,2,0
480,18088,22168,2,340,89760,0,2,0
481,18088,22168,2,340,89760,0,2,0
482,18088,22168,2,340,89760,0,2,0
483,18088,22168,2,340,89760,0,2,0
484,18088,22168,2,340,89760,0,2,0
485,18088,22168,2,340,89760,0,2,0
486,18088,22168,2,340,89760,0,2,0
487,18088,22168,2,340,89760,0,2,0
488,18088,22168,2,340,89760,0,2,0
489,18088,22508,2,340,89760,0,2,0
490,18088,22508,2,340,89760,0,2,0
491,18088,22508,2,340,89760,0,2,0
492,18088,22508,2,340,89760,0,2,0
493,18088,22508,2,340,89760,0,2,0
494,18088,22508,2,340,89760,0,2,0
495,18088,22508,2,340,89760,0,2,0
496,18088,22508,2,340,89760,0,2,0
497,18088,22508,2,340,89760,0,2,0
498,18088,22508,2,340,89760,0,2,0
499,18088,22508,2,340,89760,0,2,0
500,18088,22508,2,340,89760,0,2,0
501,18088,22508,2,340,89760,0,2,0
502,18088,22508,2,340,89760,0,2,0
503,18088,22508,2,340,89760,0,2,0
504,18088,22508,2,340,89760,0,2,0
505,18088,22508,2,340,89760,0,2,0
506,18088,22508,2,340,89760,0,2,0
507,18088,22508,2,340,89760,0,2,0
508,18088,22508,2,340,89760,0,2,0
509,18088,22508,2,340,89760,0,2,0
510,18088,22508,2,340,89760,0,2,0
511,18088,22508,2,340,89760,0,2,0
512,18088,22508,2,340,89760,0,2,0
513,18088,22508,2,340,89760,0,2,0
514,18088,22508,2,340,89760,0,2,0
515,18088,22508,2,340,89760,0,2,0
516,18088,22508,2,340,89760,0,2,0
517,18088,22508,2,340,89760,0,2,0
518,18088,22848,2,340,89760,0,2,0
519,18088,22848,2,340,89760,0,2,0
520,18088,22848,2,340,89760,0,2,0
521,18088,22848,2,340,89760,0,2,0
522,18088,22848,2,340,89760,0,2,0
523,18088,22848,2,340,89760,0,2,0
524,18088,22848,2,340,89760,0,2,0
525,18088,22848,2,340,89760,0,2,0
526,18088,22848,2,340,89760,0,2,0
527,18088,22848,2,340,89760,0,2,0
528,18088,22848,2,340,89760,0,2,0
529,18088,22848,2,340,89760,0,2,0
530,18088,22848,2,340,89760,0,2,0
531,18088,22848,2,340,89760,0,2,0
532,18088,22848,2,340,89760,0,2,0
533,18088,22848,2,340,89760,0,2,0
534,18088,22848,2,340,89760,0,2,0
535,18088,22848,2,340,89760,0,2,0
536,18088,22848,2,340,89760,0,2,0
537,18088,22848,2,340,89760,0,2,0
538,18088,22848,2,340,89760,0,2,0
539,18088,22848,2,340,89760,0,2,0
540,18088,22848,2,340,89760,0,2,0
541,18088,22848,2,340,89760,0,2,0
542,18088,22848,2,340,89760,0,2,0
543,18088,22848,2,340,89760,0,2,0
544,18088,22848,2,340,89760,0,2,0
545,18088,22848,2,340,89760,0,2,0
546,18088,22848,2,340,89760,0,2,0
547,18088,22848,2,340,89760,0,2,0
548,18088,23188,2,340,89760,0,2,0
549,18088,23188,2,340,89760,0,2,0
550,18088,23188,2,340,89760,0,2,0
551,18088,23188,2,340,89760,0,2,0
552,18088,23188,2,340,89760,0,2,0
553,18088,23188,2,340,89760,0,2,0
554,18088,23188,2,340,89760,0,2,0
555,18088,23188,2,340,89760,0,2,0
556,18088,23188,2,340,89760,0,2,0
557,18088,23188,2,340,89760,0,2,0
558,18088,23188,2,340,89760,0,2,0
559,18088,23188,2,340,89760,0,2,0
560,18088,23188,2,340,89760,0,2,0
561,18088,23188,2,340,89760,0,2,0
562,18088,23188,2,340,89760,0,2,0
563,18088,23188,2,340,89760,0,2,0
564,18088,23188,2,340,89760,0,2,0
565,18088,23188,2,340,89760,0,2,0
566,18088,23188,2,340,89760,0,2,0
567,18088,23188,2,340,89760,0,2,0
568,18088,23188,2,340,89760,0,2,0
569,18088,23188,2,340,89760,0,2,0
570,18088,23188,2,340,89760,0,2,0
571,18088,23188,2,340,89760,0,2,0
572,18088,23188,2,340,89760,0,2,0
573,18088,23188,2,340,89760,0,2,0
574,18088,23188,2,340,89760,0,2,0
575,18088,23188,2,340,89760,0,2,0
576,18088,23188,2,340,89760,0,2,0
577,18088,23188,2,340,89760,0,2,0
578,18088,23528,2,340,89760,0,2,0
579,18088,23528,2,340,89760,0,2,0
580,18088,23528,2,340,89760,0,2,0
581,18088,23528,2,340,89760,0,2,0
582,18088,23528,2,340,89760,0,2,0
583,18088,23528,2,340,89760,0,2,0
584,18088,23528,2,340,89760,0,2,0
585,18088,23528,2,340,89760,0,2,0
586,18088,23528,2,340,89760,0,2,0
587,18088,23528,2,340,89760,0,2,0
588,18088,23528,2,340,89760,0,2,0
589,18088,23528,2,340,89760,0,2,0
590,18088,23528,2,340,89760,0,2,0
591,18088,23528,2,340,89760,0,2,0
592,18088,23528,2,340,89760,0,2,0
593,18088,23528,2,340,89760,0,2,0
594,18088,23528,2,340,89760,0,2,0
595,18088,23528,2,340,89760,0,2,0
596,18088,23528,2,340,89760,0,2,0
597,18088,23528,2,340,89760,0,2,0
598,18088,23528,2,340,89760,0,2,0
599,18088,23528,2,340,89760,0,2,0
600,18088,23528,2,340,89760,0,2,0
601,18088,23528,2,340,89760,0,2,0
602,18088,23528,2,340,89760,0,2,0
603,18088,23528,2,340,89760,0,2,0
604,18088,23528,2,340,89760,0,2,0
605,18088,23528,2,340,89760,0,2,0
606,18088,23528,2,340,89760,0,2,0
607,18088,23528,2,340,89760,0,2,0
608,18088,23868,2,340,89760,0,2,0
609,18088,23868,2,340,89760,0,2,0
610,18088,23868,2,340,89760,0,2,0
611,18088,23868,2,340,89760,0,2,0
612,18088,23868,2,340,89760,0,2,0
613,18088,23868,2,340,89760,0,2,0
614,18088,23868,2,340,89760,0,2,0
615,18088,23868,2,340,89760,0,2,0
616,18088,23868,2,340,89760,0,2,0
617,18088,23868,2,340,89760,0,2,0
618,18088,23868,2,340,89760,0,2,0
619,18088,23868,2,340,89760,0,2,0
620,18088,23868,2,340,89760,0,2,0
621,18088,23868,2,340,89760,0,2,0
622,18088,23868,2,340,89760,0,2,0
623,18088,23868,2,340,89760,0,2,0
624,18088,23868,2,340,89760,0,2,0
625,18088,23868,2,340,89760,0,2,0
626,18088,23868,2,340,89760,0,2,0
627,18088,23868,2,340,89760,0,2,0
628,18088,23868,2,340,89760,0,2,0
629,18088,23868,2,340,89760,0,2,0
630,18088,23868,2,340,89760,0,2,0
631,18088,23868,2,340,89760,0,2,0
632,18088,23868,2,340,89760,0,2,0
633,18088,23868,2,340,89760,0,2,0
634,18088,23868,2,340,89760,0,2,0
635,18088,23868,2,340,89760,0,2,0
636,18088,23868,2,340,89760,0,2,0
637,18088,23868,2,340,89760,0,2,0
638,18088,24208,2,340,89760,0,2,0
639,18088,24208,2,340,89760,0,2,0
640,18088,24208,2,340,89760,0,2,0
641,18088,24208,2,340,89760,0,2,0
642,18088,24208,2,340,89760,0,2,0
643,18088,24208,2,340,89760,0,2,0
644,18088,24208,2,340,89760,0,2,0
